时间,经度,纬度,传感器类型,RA_1_1,RA_1_2,RA_2_1,RA_2_2,RA_3_1,RA_3_2,RA_4_1,RA_4_2,信号源批号,目标编号
2018042910505370,124.4750511,26.28756006,R,3,"9483.665, 9642.366",2,"14.229, 28.534, 41.96, 84.134",3,"1091.24, 1188.31",2,0.25598,292,15
2018042910512704,124.4713957,26.28420572,R,3,"9500.65, 9646.448",2,"13.882, 28.681, 43.111, 86.515",3,"1040.91, 1206.81",2,0.24795,292,15
2018042910521804,124.4679449,26.2797546,R,3,"9457.019, 9657.018",2,"13.826, 28.038, 42.686, 84.206",3,"1039.1, 1214.6",2,0.24232,292,15
2018042910533179,124.4620762,26.27175315,R,3,"9656.319, 9744.682",2,"14.389, 27.349, 40.838, 86.878",3,"1068.11, 1195.76",2,0.25374,292,15
2018042910541879,124.4562016,26.26818276,R,3,"9510.843, 9877.956",2,"14.487, 27.924, 42.737, 85.031",3,"1072.13, 1187.01",2,0.23897,292,15
2018042910565288,124.4455848,26.25220224,R,3,"9630.03, 9792.309",2,"13.631, 28.353, 41.481, 84.652",3,"1090.21, 1205.29",2,0.25166,292,15
2018042910575451,124.4368265,26.24662956,R,3,"9608.192, 9915.736",2,"14.665, 28.854, 40.976, 85.628",3,"1073, 1204.7",2,0.24356,292,15
2018042910590760,124.4326776,26.23994875,R,3,"9478.443, 9745.289",2,"13.837, 29.278, 44.915, 86.354",3,"1051.8, 1181.96",2,0.2479,292,15
2018042911014903,124.4186749,26.22463845,R,3,"9518.814, 9624.891",2,"13.606, 28.295, 42.682, 86.984",3,"1048.96, 1192.24",2,0.24841,292,15
2018042911025687,124.4153136,26.21758171,R,3,"9621.3, 9658.456",2,"13.569, 27.433, 41.848, 85.234",3,"1069.81, 1227.97",2,0.24095,292,15
2018042911035214,124.4080684,26.21318633,R,3,"9457.648, 9792.702",2,"14.169, 28.491, 41.022, 82.613",3,"1084.33, 1235.11",2,0.25813,292,15
2018042911042364,124.4099615,26.20987338,R,3,"9813.932, 9569.29",2,"14.331, 27.595, 42.989, 87.835",3,"1094.97, 1192.2",2,0.24857,292,15
2018042911053424,124.3994096,26.20272333,R,3,"9730.849, 9769.846",2,"14.144, 27.759, 42.884, 85.525",3,"1048.04, 1183.26",2,0.25039,292,15
2018042911064395,124.3929017,26.19602326,R,3,"9772.815, 9647.256",2,"13.394, 29.208, 42.702, 84.55",3,"1041.29, 1182.63",2,0.2535,292,15
2018042911073774,124.3922396,26.19096831,R,3,"9643.031, 9750.407",2,"13.918, 28.565, 42.606, 84.197",3,"1015.65, 1228.11",2,0.25496,292,15
2018042911081312,124.3861929,26.18764259,R,3,"9571.926, 9666.478",2,"13.53, 28.485, 42.386, 82.966",3,"1069.96, 1218.39",2,0.24347,292,15
2018042911093832,124.3786126,26.17975734,R,3,"9670.941, 9648.944",2,"14.102, 27.797, 43.713, 83.642",3,"1033.61, 1207.14",2,0.25159,292,15
2018042911103202,124.3745501,26.1746393,R,3,"9567.911, 9729.543",2,"13.341, 28.498, 42.802, 85.158",3,"1047.64, 1227.44",2,0.2422,292,15
2018042911113093,124.3680534,26.16880939,R,3,"9616.014, 9652.178",2,"13.456, 28.391, 41.35, 84.713",3,"1083.65, 1206.52",2,0.24061,292,15
2018042911125832,124.3599985,26.16064294,R,3,"9543.247, 9727.703",2,"13.338, 27.875, 41.115, 87.584",3,"1061.8, 1136.41",2,0.24593,292,15
2018042911132919,124.3584236,26.15748537,R,3,"9781.966, 9774.632",2,"13.501, 27.699, 42.049, 84.88",3,"1063.79, 1195.24",2,0.24998,292,15
2018042911144922,124.3525283,26.15013656,R,3,"9570.185, 9600.402",2,"13.861, 28.994, 42.503, 85.705",3,"1066.65, 1190.04",2,0.2491,292,15
2018042911155398,124.348395,26.14446214,R,3,"9638.843, 9577.737",2,"14.113, 28.39, 42.746, 85.6",3,"1036.05, 1160.44",2,0.24834,292,15
2018042911170493,124.3424274,26.13741827,R,3,"9782.063, 9696.032",2,"13.894, 29.128, 42.623, 83.502",3,"1048.13, 1190.75",2,0.24218,292,15
2018042911210308,124.3211724,26.11416775,R,3,"9552.17, 9786.222",2,"14.142, 28.424, 40.509, 87.724",3,"1033.36, 1162.83",2,0.25375,292,15
2018042911215888,124.3173457,26.10904417,R,3,"9538.193, 9781.462",2,"13.931, 29.351, 43.283, 86.954",3,"1018.02, 1241.75",2,0.25406,292,15
2018042911223113,124.3164313,26.10584644,R,3,"9628.38, 9593.242",2,"14.078, 28.988, 42.813, 86.981",3,"1019.06, 1179.63",2,0.25275,292,15
2018042911233093,124.3087782,26.10003701,R,3,"9785.279, 9665.364",2,"13.873, 28.398, 40.156, 86.957",3,"1088.95, 1201.84",2,0.25105,292,15
2018042911254318,124.2979084,26.08742117,R,3,"9485.779, 9839.882",2,"14.227, 28.623, 42.572, 85.702",3,"1055.33, 1198.12",2,0.24263,292,15
2018042911270019,124.2896974,26.08059556,R,3,"9689.049, 9655.036",2,"13.829, 28.629, 42.02, 85.999",3,"1019.16, 1204.72",2,0.255,292,15
2018042911281440,124.285308,26.07288054,R,3,"9472.486, 9768.418",2,"14.219, 28.065, 42.452, 82.915",3,"1049.4, 1218.52",2,0.24654,292,15
2018042911301415,124.2720913,26.06169995,R,3,"9721.038, 9742.647",2,"14.133, 28.146, 42.345, 85.445",3,"1058.9, 1219.24",2,0.24993,292,15
2018042910313824,127.3722073,28.61627844,R,3,"9083.942, 9520.619",2,"10.233, 19.503, 41.083",2,"1445.74, 1679.44, 1954.08",2,0.90599,1031,2
2018042910332974,127.3686069,28.60149093,R,3,"9090.512, 9486.544",2,"9.9815, 20.585, 41.616",2,"1532.72, 1667.15, 1986.45",2,0.89591,1031,2
2018042910373596,127.3669736,28.56813827,R,3,"8859.523, 9501.766",2,"9.8569, 20.704, 39.707",2,"1494.57, 1715.54, 1962.19",2,0.91234,1031,2
2018042910385051,127.3644353,28.55809914,R,3,"9023.918, 9431.909",2,"10.173, 20.218, 40.296",2,"1502.22, 1734.65, 2058.16",2,0.87613,1031,2
2018042910413490,127.3587055,28.53571983,R,3,"9036.458, 9519.968",2,"10.046, 20.088, 39.468",2,"1540.42, 1728.04, 2030.04",2,0.86612,1031,2
2018042910451619,127.3565122,28.50497364,R,3,"9258.147, 9490.732",2,"10.405, 20.375, 41.011",2,"1494.4, 1720.7, 1990.25",2,0.86544,1031,2
2018042910472945,127.3517328,28.48658545,R,3,"9068.414, 9600.108",2,"10.068, 19.755, 41.299",2,"1535.72, 1703.38, 2037.98",2,0.87302,1031,2
2018042910484888,127.3484432,28.47703393,R,3,"8974.164, 9490.555",2,"9.6605, 20.584, 40.911",2,"1460.37, 1710.84, 2027.87",2,0.89988,1031,2
2018042910494401,127.3470441,28.46834784,R,3,"9016.964, 9548.881",2,"10.39, 20.369, 40.504",2,"1502.5, 1690.64, 2051.23",2,0.89299,1031,2
2018042910523845,127.3426946,28.44446646,R,3,"9015.093, 9536.011",2,"10.441, 20.524, 39.776",2,"1485.58, 1682.77, 1932",2,0.88014,1031,2
2018042910532706,127.3404016,28.43822683,R,3,"9174.896, 9468.092",2,"10.404, 20.19, 40.753",2,"1513.16, 1711.53, 1996.43",2,0.88314,1031,2
2018042910542780,127.3461966,28.42942221,R,3,"9058.111, 9449.774",2,"10.282, 19.938, 41.87",2,"1483.81, 1666.34, 1982.29",2,0.90972,1031,2
2018042910565174,127.3331985,28.40989223,R,3,"9072.097, 9287.578",2,"10.141, 20.011, 41.082",2,"1492.88, 1727.22, 2027.14",2,0.88763,1031,2
2018042910580521,127.3362537,28.39959027,R,3,"9238.974, 9601.516",2,"9.9869, 19.802, 41.094",2,"1452.33, 1730.48, 2070.93",2,0.86719,1031,2
2018042911012745,127.3308499,28.37239717,R,3,"9123.464, 9581.341",2,"10.345, 20.656, 41.643",2,"1512.66, 1687.08, 2014.04",2,0.90208,1031,2
2018042911021037,127.3273572,28.36623795,R,3,"8968.816, 9360.368",2,"10.167, 20.268, 39.748",2,"1504.78, 1701.97, 2076.03",2,0.90108,1031,2
2018042911024662,127.3286391,28.36177903,R,3,"9164.974, 9315.565",2,"10.488, 20.968, 40.564",2,"1491.43, 1641.98, 1998.75",2,0.88107,1031,2
2018042911034166,127.3283377,28.35420371,R,3,"9125.067, 9422.069",2,"10.507, 20.379, 41.492",2,"1484.77, 1765.55, 1943.76",2,0.87908,1031,2
2018042911043661,127.328214,28.34639546,R,3,"8964.968, 9509.644",2,"10.143, 20.019, 39.265",2,"1508.78, 1666.01, 1975.73",2,0.86328,1031,2
2018042911053521,127.3250427,28.33851064,R,3,"9379.479, 9679.45",2,"10.243, 21.104, 42.387",2,"1567.75, 1692.68, 2017.43",2,0.91709,1031,2
2018042911064072,127.3243618,28.32950902,R,3,"9094.177, 9545.967",2,"10.192, 20.952, 41.658",2,"1523.21, 1673.42, 2030.66",2,0.86154,1031,2
2018042911084119,127.3236596,28.31328226,R,3,"8966.878, 9380.066",2,"10.755, 20.392, 41.33",2,"1463.82, 1662.33, 1954.84",2,0.84447,1031,2
2018042911092956,127.3189582,28.30642357,R,3,"9126.643, 9477.739",2,"10.457, 20.837, 41.264",2,"1453.1, 1668.23, 2031.87",2,0.8949,1031,2
2018042911101965,127.3168651,28.29987584,R,3,"9140.521, 9570.265",2,"10.23, 21.091, 39.978",2,"1522.28, 1749.9, 1989.54",2,0.87132,1031,2
2018042911110761,127.3140847,28.29296503,R,3,"9177.888, 9458.533",2,"10.169, 20.931, 42.121",2,"1528.14, 1688.19, 1969.84",2,0.91106,1031,2
2018042911135056,127.3144475,28.27118061,R,3,"9096.01, 9451.372",2,"10.359, 21.632, 40.558",2,"1497.98, 1740.51, 2023.96",2,0.89616,1031,2
2018042911223029,127.2992906,28.19995979,R,3,"9164.417, 9342.937",2,"10.402, 20.544, 41.081",2,"1490.65, 1648.93, 2032.51",2,0.8971,1031,2
2018042911231461,127.3018822,28.19329968,R,3,"9218.583, 9615.685",2,"10.276, 20.575, 40.829",2,"1506.88, 1687.4, 1991.16",2,0.86377,1031,2
2018042911242565,127.2975974,28.18432218,R,3,"8987.091, 9577.627",2,"9.9079, 20.694, 40.994",2,"1530.42, 1716.1, 1958.97",2,0.90234,1031,2
2018042911253356,127.2955626,28.17529761,R,3,"9239.188, 9557.609",2,"10.213, 20.458, 41.065",2,"1551.52, 1710.78, 2073.96",2,0.86463,1031,2
2018042911264570,127.2930038,28.16555108,R,3,"9078.469, 9489.896",2,"10.118, 20.75, 39.436",2,"1510.55, 1696.64, 2084.76",2,0.90889,1031,2
2018042911304302,127.2873399,28.13280326,R,3,"9158.354, 9475.462",2,"10.426, 20.825, 40.42",2,"1507.28, 1680.44, 2014.03",2,0.91157,1031,2
2018042911313958,127.2845653,28.12548364,R,3,"9267.501, 9577.514",2,"10.295, 20.117, 40.469",2,"1493.15, 1677.52, 1981.47",2,0.92587,1031,2
2018042911345472,127.2833596,28.09858197,R,3,"9069.879, 9386.455",2,"10.164, 20.728, 41.559",2,"1556.67, 1652.49, 2046.49",2,0.90243,1031,2
2018042911360241,127.2797935,28.08979741,R,3,"9267.698, 9461.56",2,"10.087, 20.268, 41.439",2,"1501.29, 1748.41, 1976.61",2,0.92374,1031,2
2018042911382720,127.2782956,28.06942409,R,3,"9198.694, 9716.189",2,"9.9388, 19.978, 40.454",2,"1488.24, 1764.01, 2003.82",2,0.84893,1031,2
2018042911395206,127.2718059,28.05791216,R,3,"8982.106, 9497.997",2,"10.363, 19.963, 39.906",2,"1525.95, 1740.06, 2013.85",2,0.90247,1031,2
2018042911402858,127.2747944,28.05290988,R,3,"9073.196, 9462.806",2,"10.188, 20.681, 42.019",2,"1513.28, 1662.35, 2014.08",2,0.87774,1031,2
2018042910300738,127.3716482,28.62954157,R,3,"9425.557, 9470.814",2,"0.082229, 0.14784, 0.30615, 0.69255, 0.99887",2,"416.486, 660.734, 1007.75, 1333.96",1,0,1113,2
2018042910313619,127.36992,28.61691438,R,3,"9221.03, 9479.17",2,"0.079937, 0.14764, 0.30047, 0.73093, 1.0066",2,"428.783, 665.38, 996.841, 1338.61",1,0,1113,2
2018042910332724,127.3636193,28.6020108,R,3,"9320.263, 9407.258",2,"0.081382, 0.15245, 0.29461, 0.70325, 0.98995",2,"413.01, 671.625, 1011.41, 1325.99",1,0,1113,2
2018042910354910,127.3596282,28.58287731,R,3,"9515.921, 9526.066",2,"0.079633, 0.15135, 0.30668, 0.69938, 0.99429",2,"413.541, 666.82, 973.98, 1323.3",1,0,1113,2
2018042910362843,127.3633042,28.5773891,R,3,"9485.521, 9326.25",2,"0.079159, 0.14815, 0.30972, 0.71298, 1.0032",2,"413.914, 676.973, 1007.76, 1335.31",1,0,1113,2
2018042910373573,127.361025,28.56775658,R,3,"9211.74, 9445.203",2,"0.079751, 0.14927, 0.30614, 0.70046, 0.9952",2,"422.139, 647.371, 1025.6, 1276.07",1,0,1113,2
2018042910424336,127.3503933,28.52592977,R,3,"9433.109, 9448.398",2,"0.079276, 0.14678, 0.30599, 0.71282, 1.0096",2,"415.589, 679.9, 1006.75, 1273.76",1,0,1113,2
2018042910440108,127.3499016,28.51533578,R,3,"9325.701, 9338.295",2,"0.081696, 0.15217, 0.30363, 0.69639, 1.0071",2,"423.592, 646.919, 1008.24, 1311.79",1,0,1113,2
2018042910450756,127.351644,28.50661809,R,3,"9399.717, 9598.549",2,"0.080857, 0.14962, 0.30085, 0.71547, 0.99872",2,"411.144, 661.993, 981.338, 1302.25",1,0,1113,2
2018042910461795,127.3446402,28.49710351,R,3,"9370.258, 9357.936",2,"0.078946, 0.15145, 0.30094, 0.68585, 0.9952",2,"402.936, 674.839, 977.169, 1377.44",1,0,1113,2
2018042910473907,127.3452942,28.48530169,R,3,"9488.35, 9422.04",2,"0.083385, 0.14766, 0.29759, 0.71388, 0.9929",2,"419.355, 657.399, 1027.21, 1325.34",1,0,1113,2
2018042910481144,127.3414913,28.48089802,R,3,"9381.324, 9652.118",2,"0.078392, 0.14287, 0.29812, 0.69878, 0.98166",2,"420.574, 688.505, 997.646, 1336.27",1,0,1113,2
2018042910501836,127.341159,28.46390812,R,3,"9388.915, 9466.98",2,"0.082126, 0.14394, 0.2937, 0.67544, 0.96717",2,"408.921, 653.524, 1003.39, 1364.71",1,0,1113,2
2018042910514439,127.3393106,28.45213317,R,3,"9434.349, 9561.159",2,"0.082299, 0.15501, 0.28869, 0.69482, 0.99658",2,"419.033, 670.63, 1043.97, 1364.11",1,0,1113,2
2018042910540708,127.3349938,28.43270643,R,3,"9146.231, 9778.433",2,"0.079663, 0.14956, 0.29141, 0.69251, 0.97489",2,"412.642, 625.648, 977.633, 1360.69",1,0,1113,2
2018042910571580,127.3324001,28.40655093,R,3,"9330.055, 9517.646",2,"0.077519, 0.15489, 0.30024, 0.70421, 0.96516",2,"414.208, 660.331, 1031.8, 1326.81",1,0,1113,2
2018042910574679,127.3297496,28.40222553,R,3,"9489.273, 9451.44",2,"0.079727, 0.14502, 0.29965, 0.71955, 0.99992",2,"410.447, 660.129, 1008.07, 1353.46",1,0,1113,2
2018042910584510,127.3306719,28.39464765,R,3,"9518.751, 9554.697",2,"0.07892, 0.15136, 0.30227, 0.69966, 1.0046",2,"407.044, 694.441, 1005.54, 1311.43",1,0,1113,2
2018042911025295,127.3245058,28.36120834,R,3,"9447.352, 9517.56",2,"0.080356, 0.15456, 0.30294, 0.69697, 0.98935",2,"412.748, 668.076, 1029.91, 1275.23",1,0,1113,2
2018042911040496,127.3203473,28.35119587,R,3,"9397.056, 9420.923",2,"0.080601, 0.15309, 0.28597, 0.73369, 1.0078",2,"411.233, 696.65, 994.724, 1304.75",1,0,1113,2
2018042911052221,127.3194326,28.3404114,R,3,"9393.357, 9208.091",2,"0.081294, 0.14644, 0.29659, 0.71341, 1.0043",2,"416.199, 654.226, 990.642, 1362.31",1,0,1113,2
2018042911094864,127.3128717,28.30395131,R,3,"9416.2, 9608.516",2,"0.081415, 0.15419, 0.30648, 0.69951, 0.97312",2,"419.434, 662.869, 998.057, 1367.27",1,0,1113,2
2018042911102697,127.3132881,28.29849101,R,3,"9388.679, 9673.853",2,"0.080062, 0.14992, 0.30231, 0.69863, 1.0033",2,"419.772, 658.049, 1007.62, 1331.33",1,0,1113,2
2018042911115694,127.3115944,28.28681729,R,3,"9349.419, 9430.364",2,"0.078498, 0.14998, 0.3017, 0.68758, 0.99743",2,"420.961, 664.99, 986.286, 1367.18",1,0,1113,2
2018042911125243,127.3094606,28.27922845,R,3,"9530.82, 9499.681",2,"0.076673, 0.14739, 0.30301, 0.69183, 1.0164",2,"414.734, 683.607, 963.214, 1338.1",1,0,1113,2
2018042911140689,127.306302,28.26875462,R,3,"9350.594, 9272.299",2,"0.082542, 0.14718, 0.30071, 0.69145, 0.99026",2,"416.079, 658.768, 1002.83, 1346.95",1,0,1113,2
2018042911151752,127.3029932,28.25927205,R,3,"9351.985, 9524.793",2,"0.082585, 0.14917, 0.29965, 0.70877, 1.0052",2,"406.031, 658.875, 1016.35, 1362.25",1,0,1113,2
2018042911163127,127.300497,28.24916472,R,3,"9369.845, 9451.059",2,"0.080997, 0.14627, 0.29921, 0.70038, 1.0338",2,"415.293, 682.076, 1004.13, 1356.34",1,0,1113,2
2018042911175809,127.3025892,28.23750973,R,3,"9359.303, 9572.546",2,"0.078935, 0.14842, 0.30207, 0.68636, 0.99828",2,"431.979, 663.025, 1006.53, 1340.57",1,0,1113,2
2018042911200309,127.3011361,28.22066824,R,3,"9371.229, 9585.613",2,"0.078546, 0.14923, 0.29819, 0.70544, 1.0321",2,"434.562, 654.735, 984.222, 1273.83",1,0,1113,2
2018042911205988,127.2967393,28.21186429,R,3,"9371.633, 9480.587",2,"0.076313, 0.15332, 0.29614, 0.68653, 0.96828",2,"413.71, 670.613, 1016.63, 1355.52",1,0,1113,2
2018042911220174,127.294638,28.20386604,R,3,"9423.035, 9369.358",2,"0.080723, 0.1542, 0.29637, 0.70886, 0.98523",2,"420.295, 659.79, 982.469, 1336.76",1,0,1113,2
2018042911223303,127.29565,28.19966406,R,3,"9480.336, 9581.296",2,"0.081065, 0.14883, 0.2829, 0.69365, 0.99371",2,"401.553, 651.071, 984.74, 1356.51",1,0,1113,2
2018042911231588,127.2900006,28.19344084,R,3,"9427.562, 9540.534",2,"0.079482, 0.15171, 0.31112, 0.67467, 0.97606",2,"427.31, 661.339, 978.766, 1343.78",1,0,1113,2
2018042911301235,127.2824303,28.13687272,R,3,"9329.244, 9553.641",2,"0.079972, 0.14919, 0.30807, 0.7016, 0.99565",2,"408.936, 670.371, 1019.85, 1314.9",1,0,1113,2
2018042911304662,127.2785368,28.13252367,R,3,"9424.442, 9535.928",2,"0.081009, 0.14416, 0.30342, 0.67652, 0.97266",2,"409.997, 663.066, 1000.09, 1344.81",1,0,1113,2
2018042911352949,127.2759371,28.09341961,R,3,"9436.755, 9372.156",2,"0.082384, 0.14745, 0.29791, 0.6967, 1.0003",2,"423.525, 688.232, 997.308, 1374.45",1,0,1113,2
2018042911375724,127.2716696,28.07282454,R,3,"9446.56, 9471.431",2,"0.082959, 0.14762, 0.30688, 0.7136, 1.0029",2,"412.237, 663.637, 981.188, 1334.32",1,0,1113,2
2018042911390484,127.2705546,28.06393054,R,3,"9477.202, 9539.212",2,"0.07943, 0.14481, 0.30599, 0.7074, 1.0187",2,"410.12, 662.49, 1033.29, 1317.99",1,0,1113,2
2018042911401528,127.2675201,28.05471529,R,3,"9493.525, 9476.121",2,"0.078454, 0.15048, 0.30201, 0.70659, 0.96634",2,"425.625, 684.875, 979.527, 1377.07",1,0,1113,2
2018042910300774,127.3770852,28.62834957,R,3,"5519.185, 5499.061",2,"20.225, 53.6",1,1228.29,2,0.33719,1169,2
2018042910313617,127.3728081,28.61669649,R,3,"5422.338, 5729.313",2,"20.469, 53.533",1,1188.33,2,0.34033,1169,2
2018042910325220,127.3720731,28.60605681,R,3,"5547.793, 5503.905",2,"20.922, 52.704",1,1212.3,2,0.3394,1169,2
2018042910333419,127.3698864,28.59967152,R,3,"5522.23, 5502.46",2,"20.783, 51.423",1,1225.77,2,0.33479,1169,2
2018042910350399,127.3694653,28.58779943,R,3,"5535.775, 5566.423",2,"20.921, 50.4",1,1188.96,2,0.33962,1169,2
2018042910354739,127.365163,28.5814225,R,3,"5580.593, 5599.264",2,"20.014, 48.072",1,1218.17,2,0.34271,1169,2
2018042910403789,127.3628193,28.54356987,R,3,"5525.246, 5628.852",2,"19.725, 52.115",1,1210.07,2,0.34311,1169,2
2018042910433748,127.3558092,28.51831622,R,3,"5434.361, 5550.602",2,"21.67, 51.222",1,1213.06,2,0.33427,1169,2
2018042910461801,127.3520332,28.4965687,R,3,"5515.622, 5420.398",2,"20.998, 51.07",1,1197.28,2,0.3417,1169,2
2018042910494362,127.3452256,28.46830208,R,3,"5597.471, 5558.284",2,"20.266, 50.079",1,1238.09,2,0.33909,1169,2
2018042910515937,127.3439603,28.45022477,R,3,"5567.052, 5602.087",2,"20.872, 50.421",1,1185.56,2,0.33003,1169,2
2018042910535013,127.3411735,28.43528327,R,3,"5501.487, 5562.658",2,"20.76, 52.868",1,1212.22,2,0.3395,1169,2
2018042910582103,127.3330143,28.39734583,R,3,"5485.705, 5463.864",2,"20.251, 51.818",1,1223.33,2,0.33349,1169,2
2018042911004032,127.3322099,28.37804605,R,3,"5505.252, 5619.141",2,"20.875, 53.29",1,1220.08,2,0.3408,1169,2
2018042911015671,127.3323677,28.36863763,R,3,"5434.462, 5590.178",2,"20.73, 51.346",1,1235.31,2,0.32272,1169,2
2018042911032774,127.3289968,28.35677047,R,3,"5474.903, 5550.487",2,"20.475, 49.449",1,1242.66,2,0.33952,1169,2
2018042911052749,127.324308,28.33920476,R,3,"5506.249, 5629.529",2,"20.904, 51.885",1,1212.54,2,0.33419,1169,2
2018042911063571,127.3235447,28.32961758,R,3,"5406.837, 5581.169",2,"20.598, 52.262",1,1182.59,2,0.34365,1169,2
2018042911090825,127.3193646,28.30932724,R,3,"5631.728, 5462.966",2,"21.218, 51.554",1,1210.52,2,0.35332,1169,2
2018042911103652,127.3175064,28.29663896,R,3,"5495.664, 5543.144",2,"20.218, 51.278",1,1221.49,2,0.33015,1169,2
2018042911113159,127.3126465,28.28920569,R,3,"5515.359, 5594.863",2,"20.545, 52.151",1,1205.91,2,0.34235,1169,2
2018042911120495,127.3134821,28.28536447,R,3,"5466.048, 5466.029",2,"20.907, 51.553",1,1189.93,2,0.32805,1169,2
2018042911132258,127.3124829,28.27431972,R,3,"5541.637, 5620.263",2,"20.33, 50.337",1,1257.92,2,0.33887,1169,2
2018042911141423,127.3125384,28.26764548,R,3,"5458.505, 5521.746",2,"20.237, 50.92",1,1216.51,2,0.34087,1169,2
2018042911152056,127.3105592,28.25806453,R,3,"5535.025, 5520.594",2,"21.329, 52.44",1,1203.89,2,0.34222,1169,2
2018042911173924,127.3065213,28.23967064,R,3,"5468.705, 5518.698",2,"20.767, 51.413",1,1241.96,2,0.3424,1169,2
2018042911180938,127.3028658,28.23543068,R,3,"5588.191, 5680.703",2,"20.28, 49.042",1,1254.25,2,0.34573,1169,2
2018042911190156,127.3026554,28.22839418,R,3,"5546.154, 5572.047",2,"20.502, 51.149",1,1217.6,2,0.33352,1169,2
2018042911205910,127.3037338,28.21266755,R,3,"5561.19, 5563.871",2,"19.677, 51.778",1,1223.32,2,0.33342,1169,2
2018042911220760,127.3003725,28.20316459,R,3,"5508.028, 5555.527",2,"20.522, 49.806",1,1243,2,0.3356,1169,2
2018042911224552,127.2992734,28.19679513,R,3,"5556.197, 5522.683",2,"20.738, 51.823",1,1214.74,2,0.33438,1169,2
2018042911245931,127.2955354,28.18019365,R,3,"5559.798, 5503.533",2,"20.962, 51.426",1,1185.13,2,0.33153,1169,2
2018042911262674,127.2980237,28.16672797,R,3,"5541.285, 5503.133",2,"20.909, 49.431",1,1222.35,2,0.33753,1169,2
2018042911271636,127.291725,28.15970316,R,3,"5492.152, 5524.913",2,"20.135, 49.487",1,1244.67,2,0.34735,1169,2
2018042911285431,127.2901206,28.14767081,R,3,"5504.158, 5456.906",2,"20.455, 49.821",1,1198.45,2,0.33761,1169,2
2018042911292792,127.290276,28.1422227,R,3,"5627.803, 5471.997",2,"20.251, 52.206",1,1243.16,2,0.34613,1169,2
2018042911303876,127.28968,28.13200378,R,3,"5500.761, 5533.865",2,"21.042, 52.196",1,1232.07,2,0.33724,1169,2
2018042911315661,127.2857147,28.1222802,R,3,"5547.98, 5512.893",2,"20.864, 51.952",1,1201.38,2,0.3391,1169,2
2018042911323367,127.286374,28.11815499,R,3,"5554.698, 5539.346",2,"21.332, 52.372",1,1204.87,2,0.34796,1169,2
2018042911335352,127.2844913,28.10678884,R,3,"5421.03, 5616.56",2,"19.429, 50.524",1,1229.64,2,0.34282,1169,2
2018042911350983,127.2816005,28.09626205,R,3,"5623.859, 5493.773",2,"21.144, 51.298",1,1191.04,2,0.33541,1169,2
2018042911381506,127.2748722,28.07009164,R,3,"5550.615, 5722.956",2,"20.289, 50.645",1,1203.17,2,0.34079,1169,2
2018042911394442,127.2757238,28.05801882,R,3,"5552.369, 5475.364",2,"20.539, 52.339",1,1234.67,2,0.34185,1169,2
2018042911401882,127.2738976,28.05418431,R,3,"5533.618, 5519.319",2,"20.278, 51.64",1,1270.37,2,0.32645,1169,2
2018042910283717,126.7420546,27.51085243,R,3,"5384.406, 5518.488",2,"20.378, 52.098",1,1205.07,2,0.34812,1225,1
2018042910290747,126.7425067,27.50675513,R,3,"5533.748, 5636.683",2,"20.301, 52.357",1,1238.28,2,0.33849,1225,1
2018042910312393,126.7462313,27.49014642,R,3,"5400.713, 5496.107",2,"20.69, 50.989",1,1201.68,2,0.34424,1225,1
2018042910352944,126.7598625,27.46156533,R,3,"5578.075, 5446.107",2,"20.249, 50.598",1,1212.38,2,0.33276,1225,1
2018042910380117,126.7700021,27.44296849,R,3,"5563.408, 5534.794",2,"20.782, 51.407",1,1250.5,2,0.33826,1225,1
2018042910385002,126.772743,27.43765645,R,3,"5497.676, 5619.785",2,"21.198, 49.876",1,1186.43,2,0.35408,1225,1
2018042910393157,126.7728787,27.43241236,R,3,"5535.556, 5423.133",2,"20.713, 51.238",1,1217.33,2,0.33892,1225,1
2018042910403936,126.775665,27.42428841,R,3,"5452.799, 5521.844",2,"20.646, 49.446",1,1202.46,2,0.34499,1225,1
2018042910420651,126.7803987,27.41361733,R,3,"5485.775, 5561.606",2,"20.55, 53.297",1,1260.29,2,0.33968,1225,1
2018042910423807,126.7803987,27.41032198,R,3,"5515.371, 5586.859",2,"19.819, 50.83",1,1182.21,2,0.33886,1225,1
2018042910432856,126.7853982,27.40468376,R,3,"5436.037, 5586.584",2,"20.737, 52.39",1,1218.13,2,0.34667,1225,1
2018042910452320,126.7898344,27.39126921,R,3,"5497.857, 5541.105",2,"19.922, 51.586",1,1210.82,2,0.33755,1225,1
2018042910464276,126.7942119,27.38146195,R,3,"5468.446, 5525.348",2,"21.288, 51.2",1,1228.58,2,0.33989,1225,1
2018042910472929,126.7953284,27.37539063,R,3,"5574.1, 5525.07",2,"20.341, 48.89",1,1204.67,2,0.35005,1225,1
2018042910495673,126.8034489,27.35815407,R,3,"5455.504, 5504.263",2,"19.852, 51.78",1,1205.67,2,0.34442,1225,1
2018042910505818,126.8046914,27.35124287,R,3,"5422.656, 5615.212",2,"20.746, 51.657",1,1213.53,2,0.33595,1225,1
2018042910525756,126.8147768,27.33685305,R,3,"5499.123, 5542.906",2,"20.577, 50.489",1,1236.67,2,0.34317,1225,1
2018042910542623,126.8155623,27.32597288,R,3,"5507.833, 5602.263",2,"20.313, 52.626",1,1242.31,2,0.33112,1225,1
